	title	lat	lng
1467	Jamaica	40.71435	-73.80709
1468	South Ozone Park	40.6745	-73.80473
1469	Arverne	40.58982	-73.79848
1470	Jamaica	40.70728	-73.80249
1471	Whitestone	40.79242	-73.807373
1472	Mohegan Lake	41.321373	-73.855927
1473	Flushing	40.72304	-73.79951
1474	Jamaica	40.685681	-73.793605
1475	Fresh Meadows	40.737593	-73.795956
1476	Jamaica	40.706215	-73.792131
1477	Jamaica	40.64671	-73.78914
1478	White Plains	41.038685	-73.808434
1479	JAMAICA	40.712729	-73.783932
1480	Flushing	40.76351	-73.78631
1481	Bronx	40.855471	-73.791372
1482	Yorktown Heights	41.291085	-73.832147
1483	Fresh Meadows	40.729558	-73.78052
1484	Jamaica	40.673023	-73.7702
1485	Jamaica	40.710487	-73.772013
1486	Bayside	40.764007	-73.771329
1487	Far Rockaway	40.596555	-73.754616
1488	Bayside	40.76098	-73.76236
1489	Wichita Falls	33.86072	-98.53571
1490	Fort Worth	32.761555	-97.484695
1491	Far Rockaway	40.604817	-73.752999
1492	Bayside	40.740645	-73.758423
1493	Jamaica	40.680506	-73.753289
1494	Oakland Gardens	40.747484	-73.756007
1495	New Rochelle	40.918116	-73.767679
1496	Jamaica	40.706825	-73.751408
1497	White Plains	41.063757	-73.776033
1498	Little Neck	40.76733	-73.739156
1499	Elmont	40.690532	-73.724176
1500	Elmont	40.70825	-73.71922
1501	Floral Park	40.73614	-73.71261
1502	Valley Stream	40.667902	-73.705257
1503	New Hyde Park	40.752228	-73.700869
1504	Gainesville	29.688362	-82.4291
1505	New Hyde Park	40.748038	-73.685256
1506	Port Washington	40.82927	-73.68381
1507	Burleson	32.534019	-97.335877
1508	Franklin Square	40.71119	-73.676351
1509	Garden City	37.989257	-100.854424
1510	Franklin Square	40.689577	-73.66792
1511	Long Beach	40.588224	-73.658798
1512	Lynbrook	40.667011	-73.660822
1513	Garden City	37.964137	-100.858319
1514	Roslyn	40.79891	-73.66323
1515	Gainesville	29.686445	-82.339464
1516	West Hempstead	40.70533	-73.65679
1517	Albertson	40.77221	-73.64923
1518	Chiefland	29.501445	-82.870221
1519	Garden City	40.72515	-73.63507
1520	Somers	41.326303	-73.687241
1521	Hempstead	40.697988	-73.629056
1522	Sea Cliff	40.841022	-73.634912
1523	Goldens Bridge	41.293658	-73.675776
1524	Glen Cove	40.86589	-73.6325
1525	Mineola	40.754376	-73.625179
1526	OTTAWA	45.458121	-75.492422
1527	Glen Head	40.833479	-73.627991
1528	Gainesville	29.652218	-82.341146
1529	Hempstead	40.70035	-73.61583
1530	Carle Place	40.750553	-73.617906
1531	Glen Cove	40.859326	-73.620558
1532	Baldwin	40.669	-73.609492
1533	Baldwin	40.640065	-73.604459
1534	Gainesville	29.627255	-82.388148
1535	Uniondale	40.715835	-73.598604
1536	Freeport	40.644465	-73.593006
1537	Uniondale	40.701623	-73.59291
1538	Cos Cob	41.039322	-73.596356
1539	Merrick	40.653828	-73.557633
1540	East Meadow	40.724271	-73.560477
1541	Merrick	40.675154	-73.557072
1542	Jericho	40.77899	-73.561656
1543	Merrick	40.663512	-73.548873
1544	Westbury	40.747764	-73.552152
1545	Hicksville	40.746825	-73.533679
1546	Oyster Bay	40.8601	-73.53502
1547	Levittown	40.723925	-73.526912
1548	Hicksville	40.76768	-73.52768
1549	Bellmore	40.66421	-73.52211
1550	Hicksville	40.771042	-73.526995
1551	Patterson	41.516402	-73.59145
1552	Wantagh	40.694775	-73.507853
1553	Syosset	40.824354	-73.502241
1554	Plainview	40.770852	-73.49438
1555	Weatherford	32.749965	-97.797833
1556	Bethpage	40.725561	-73.487149
1557	Lumberton	30.255413	-94.19845
1558	Seaford	40.66676	-73.48401
1559	Massapequa	40.69237	-73.47886
1560	New Canaan	41.147196	-73.492464
1561	Old Bethpage	40.764714	-73.453192
1562	Vidor	30.12972	-94.015053
1563	Massapequa	40.669369	-73.431986
1564	Farmingdale	40.750179	-73.421922
1565	Amityville	40.68365	-73.41731
1566	Melville	40.78916	-73.4157
1567	Huntington Station	40.817721	-73.411738
1568	Copiague	40.66961	-73.39174
1569	Huntington	40.880779	-73.396964
1570	Norwalk	41.106687	-73.405466
1571	Huntington Station	40.83475	-73.38223
1572	Lindenhurst	40.707648	-73.371232
1573	Norwalk	41.126719	-73.387555
1574	Beaumont	30.119882	-94.166912
1575	Deer Park	40.76182	-73.32972
1576	Northport	40.898858	-73.330822
1577	North Babylon	40.736803	-73.319938
1578	East Northport	40.87175	-73.32327
1579	Deer Park	40.766355	-73.31055
1580	West Islip	40.706868	-73.304285
1581	Palatka	29.649295	-81.643392
1582	Beaumont	30.07828	-94.16913
1583	Bay Shore	40.73899	-73.2931
1584	Commack	40.815977	-73.292276
1585	Commack	40.8394	-73.27962
1586	Commack	40.844806	-73.276264
1587	Bay Shore	40.73305	-73.26384
1588	Southport	41.138253	-73.291038
1589	Bayshore	40.768069	-73.261616
1590	Kings Park	40.88463	-73.260922
1591	Bay Shore	40.728008	-73.229853
1592	Brentwood	40.78674	-73.22079
1593	Monroe	41.303353	-73.254045
1594	Smithtown	40.857042	-73.204289
1595	East Islip	40.731492	-73.191786
1596	Smithtown	40.832057	-73.195536
1597	Islip Terrace	40.765087	-73.174385
1598	Saint James	40.876646	-73.170383
1599	Smithtown	40.848499	-73.166809
1600	Oakdale	40.741948	-73.130408
1601	Stony Brook	40.920572	-73.129064
1602	Bohemia	40.75531	-73.11538
1603	Lake Grove	40.860142	-73.112333
1604	Ronkonkoma	40.826782	-73.109207
1605	Holbrook	40.806919	-73.07295
1606	Centereach	40.862099	-73.061682
1607	Port Jefferson Station	40.923042	-73.049081
1608	Farmingville	40.83304	-73.03878
1609	Coram	40.891062	-73.013872
1610	Patchogue	40.76678	-73.00158
1611	Coram	40.87051	-72.99711
1612	Palm Coast	29.552774	-81.22771
1613	Medford	40.825168	-72.982105
1614	Miller place	40.943878	-72.974565
1615	Ocala	29.187353	-82.10467
1616	Dunnellon	29.059092	-82.454687
1617	Rocky Point	40.947243	-72.925415
1618	Palm Coast	29.476112	-81.21398
1619	Shirley	40.79994	-72.86588
1620	Shirley	40.783352	-72.864696
1621	Waco	31.536209	-97.191945
1622	Mastic	40.805959	-72.846029
1623	Conroe	30.336379	-95.468237
1624	Winnie	29.835066	-94.53949
1625	Crystal River	28.898546	-82.584789
1626	Ocala	29.02581	-82.15315
1627	Eastport	40.827492	-72.734671
1628	Conroe	30.206474	-95.4636
1629	Riverhead	40.932378	-72.673664
1630	Inverness	28.852925	-82.383192
1631	West Hartford	41.731538	-72.743866
1632	Kingwood	30.048777	-95.233687
1633	The Woodlands	30.208934	-95.528489
1634	Homosassa	28.76241	-82.550118
1635	Lady Lake	28.952677	-81.958802
1636	Spring	30.128776	-95.456466
1637	The Villages	28.927648	-82.013981
1638	Humble	29.979512	-95.217273
1639	Spring	30.082632	-95.448783
1640	Hampton Bays	40.87649	-72.52962
1641	Killingworth	41.349826	-72.560569
1642	Glastonbury	41.713003	-72.605835
1643	Spring	30.073712	-95.516317
1644	Daytona Beach	29.230399	-81.010121
1645	Spring	30.021365	-95.524163
1646	Deland	29.054421	-81.29614
1647	Houston	29.987286	-95.499023
1648	Houston	29.806552	-95.171677
1649	Houston	29.963853	-95.543396
1650	Cypress	29.996222	-95.620235
1651	Eustis	28.821463	-81.702974
1652	Houston	29.829311	-95.380893
1653	Spring Hill	28.533998	-82.50751
1654	Deer Park	29.679015	-95.123067
1655	Spring Hill	28.494641	-82.596966
1656	Kirkland	45.446095	-73.852529
1657	Houston	29.828303	-95.433346
1658	Brooksville	28.542505	-82.402577
1659	Deltona	28.947709	-81.242449
1660	Cypress	29.952242	-95.673332
1661	Houston	29.839438	-95.489072
1662	Orange City	28.91079	-81.280255
1663	Pasadena	29.650355	-95.180318
1664	Spring Hill	28.462411	-82.540983
1665	Dollard Des Ormeaux	45.483946	-73.796418
1666	Houston	29.88766	-95.642914
1667	Houston	29.79512	-95.4854
1668	New Smyrna Beach	29.028774	-80.901877
1669	Houston	29.644225	-95.237867
1670	Houston	29.742194	-95.424896
1671	Houston	29.578166	-95.122438
1672	Houston	29.656757	-95.274797
1673	Cypress	29.880212	-95.683465
1674	Houston	29.801001	-95.544941
1675	Houston	29.783463	-95.520592
1676	Houston	29.714999	-95.415477
1677	Houston	29.546256	-95.105632
1678	Houston	29.755298	-95.498736
1679	League City	29.524922	-95.075525
1680	Sanford	28.812188	-81.328861
1681	Houston	29.58342	-95.214603
1682	Bellaire	29.705737	-95.474375
1683	St. Laurent	45.511111	-73.689833
1684	Houston	29.770063	-95.603374
1685	Montreal	45.475269	-73.641771
1686	Lake Mary	28.75655	-81.356686
1687	Texas City	29.395407	-94.935537
1688	Houston	29.736688	-95.584273
1689	Katy	29.813268	-95.720502
1690	Houston	29.690089	-95.502005
1691	Houston	29.68947	-95.533759
1692	Apopka	28.672979	-81.507097
1693	Groveland	28.558582	-81.822211
1694	Altamonte Springs	28.66492	-81.420983
1695	Clermont	28.547384	-81.737051
1696	Houston	29.616301	-95.492967
1697	Katy	29.759999	-95.751733
1698	Pearland	29.555479	-95.383303
1699	Houston	29.679299	-95.643497
1700	New Port Richey	28.21747	-82.688047
1701	Holiday	28.193967	-82.740561
1702	Fern Park	28.651941	-81.349105
1703	Ocoee	28.57331	-81.515806
1704	Katy	29.714195	-95.773448
1705	Katy	29.75227	-95.851708
1706	Sugar Land	29.591471	-95.603245
1707	Orlando	28.578313	-81.389343
1708	Oviedo	28.618266	-81.264764
1709	Lutz	28.185359	-82.440081
1710	Wesley Chapel	28.211513	-82.354356
1711	Orlando	28.511734	-81.459362
1712	Orlando	28.568737	-81.283284
1713	Sugar Land	29.562999	-95.684506
1714	Palm Harbor	28.074319	-82.739303
1715	Orlando	28.52886	-81.310088
1716	Orlando	28.5654	-81.207774
1717	Orlando	28.453546	-81.470986
1718	Tampa	28.085121	-82.538528
1719	Oldsmar	28.043903	-82.679806
1720	Orlando	28.496701	-81.310746
1721	Dunedin	28.019063	-82.764857
1722	Orlando	28.449961	-81.425274
1723	Orlando	28.470193	-81.368093
1724	Tampa	28.130621	-82.36691
1725	Orlando	28.424163	-81.461339
1726	Tampa	28.144887	-82.281999
1727	Clearwater	28.01024	-82.70957
1728	Tampa	28.080127	-82.437275
1729	Orlando	28.387021	-81.506841
1730	Clearwater	27.965756	-82.79882
1731	Kissimmee	28.336382	-81.59354
1732	Tampa	28.054028	-82.43751
1733	Tampa	28.069528	-82.362767
1734	Clearwater	27.960228	-82.732418
1735	Temple Terrace	28.054845	-82.392206
1736	Tampa	27.996402	-82.583106
1737	Celebration	28.33229	-81.533363
1738	Tampa	28.012765	-82.505318
1739	Kissimmee	28.333461	-81.519677
1740	Orlando	28.366532	-81.424687
1741	Tampa	28.032421	-82.424388
1742	Tampa	27.996408	-82.516537
1743	Largo	27.916088	-82.750287
1744	Georgetown	30.666076	-97.694236
1745	Davenport	28.261251	-81.616768
1746	Tampa	27.996285	-82.42073
1747	Buena Ventura Lakes	28.34568	-81.366378
1748	Largo	27.890239	-82.728708
1749	Lakeland	28.116114	-81.974317
1750	Kissimmee	28.304781	-81.412358
1751	Abilene	32.432125	-99.75755
1752	Seffner	27.981986	-82.310211
1753	Plant City	27.99038	-82.121895
1754	Round Rock	30.517525	-97.684935
1755	Pflugerville	30.452662	-97.604693
1756	Saint Petersburg	27.807326	-82.700302
1757	Brandon	27.923703	-82.299288
1758	Amarillo	35.18442	-101.883586
1759	Lakeland	28.018433	-81.957004
1760	Auburndale	28.058676	-81.788775
1761	Riverview	27.878029	-82.326234
1762	Gibsonton	27.848137	-82.352234
1763	Saint Pete Beach	27.733736	-82.745448
1764	Amarillo	35.162433	-101.937654
1765	Cedar Park	30.524734	-97.818003
1766	Lake Jackson	29.048571	-95.463574
1767	Austin	30.486254	-97.770351
1768	Saint Petersburg	27.755203	-82.63873
1769	Austin	30.388029	-97.648856
1770	Austin	30.417253	-97.704238
1771	Winter Haven	28.006318	-81.730541
1772	Cedar Park	30.48059	-97.83372
1773	Bastrop	30.11053	-97.342654
1774	Ruskin	27.71381	-82.376658
1775	Austin	30.287823	-97.74178
1776	Winnipeg	49.84271	-97.2007
1777	Wellesley	42.29583	-71.297826
1778	Foxboro	42.074335	-71.259603
1779	Austin	30.209072	-97.782266
1780	Holmes Beach	27.493168	-82.708046
1781	Palmetto	27.521468	-82.555179
1782	Ellenton	27.532536	-82.499783
1783	Lexington	42.446337	-71.221899
1784	Austin	30.183327	-97.849794
1785	Bradenton	27.448136	-82.526141
1786	Sarasota	27.389815	-82.519052
1787	Kyle	30.014098	-97.858794
1788	Sebastian	27.811046	-80.466705
1789	Okeechobee	27.601251	-80.822449
1790	Lubbock	33.522334	-101.870004
1791	Lubbock	33.549279	-101.904627
1792	Lubbock	33.487871	-101.904136
1793	Lubbock	33.52203	-101.956478
1794	New Braunfels	29.689392	-98.127626
1795	Vero Beach	27.640288	-80.383672
1796	Schertz	29.59692	-98.278891
1797	San Angelo	31.444376	-100.480612
1798	Greeley	40.405894	-104.732665
1799	Selma	29.570938	-98.325988
1800	San Antonio	29.637681	-98.456821
1801	San Antonio	29.60735	-98.418798
1802	San Antonio	29.659858	-98.498372
1803	Cheyenne	41.135532	-104.806947
1804	Aurora	39.724106	-104.783937
1805	Parker	39.520306	-104.765183
1806	San Antonio	29.552572	-98.404704
1807	Converse	29.495396	-98.326005
1808	Aurora	39.673737	-104.791515
1809	San Antonio	29.610598	-98.51073
1810	FE Warren AFB	41.144486	-104.859265
1811	Windcrest	29.5105	-98.389256
1812	Aurora	39.70712	-104.822676
1813	Colorado Springs	38.910965	-104.719721
1814	San Antonio	29.645049	-98.621166
1815	Aurora	39.695685	-104.866077
1816	Windsor	40.479962	-104.927819
1817	San Antonio	29.554743	-98.53374
1818	Colorado Springs	38.831863	-104.755843
1819	Colorado Springs	38.901891	-104.768928
1820	San Antonio	29.488029	-98.459308
1821	San Antonio	29.517326	-98.503822
1822	Colorado Springs	38.854641	-104.775955
1823	Pueblo	38.221517	-104.643201
1824	Castle Rock	39.409885	-104.863931
1825	Colorado Springs	38.990431	-104.801244
1826	Colorado Springs	38.945491	-104.79583
1827	San Antonio	29.565914	-98.583472
1828	Fort Sam Houston	29.46126	-98.444124
1829	Denver	39.914217	-104.941119
1830	Port Saint Lucie	27.273291	-80.344455
1831	Pueblo West	38.325598	-104.703552
1832	Colorado Springs	38.794663	-104.802444
1833	Fort Carson	38.7456	-104.801509
1834	Highlands Ranch	39.543514	-104.946179
1835	San Antonio	29.436802	-98.497055
1836	Helotes	29.555187	-98.66871
1837	Jensen Beach	27.258098	-80.281174
1838	San Antonio	29.495574	-98.618988
1839	Littleton	39.573621	-104.990286
1840	Westminster	39.841752	-105.024892
1841	Fort Collins	40.548542	-105.077539
1842	Loveland	40.42334	-105.073765
1843	Longmont	40.187466	-105.074209
1844	San Antonio	29.49165	-98.70768
1845	Wheat Ridge	39.771789	-105.081288
1846	Littleton	39.595263	-105.072274
1847	San Antonio	29.441031	-98.667825
1848	San Antonio	29.406239	-98.629241
1849	Lackland Air Force Base	29.385874	-98.617907
1850	Lehigh Acres	26.617526	-81.668449
1851	Stuart	27.131737	-80.203509
1852	Stuart	27.10939	-80.258535
1853	Evergreen	39.632897	-105.318886
1854	Midland	32.024683	-102.105382
1855	Riviera Beach	26.78198	-80.08507
1856	Midland	32.026019	-102.162446
1857	West Palm Beach	26.652678	-80.112683
1858	Lake Worth	26.618335	-80.115459
1859	Boynton Beach	26.552414	-80.149941
1860	Odessa	31.898877	-102.300925
1861	Boynton Beach	26.516568	-80.05923
1862	Corpus Christi	27.71529	-97.386322
1863	Coconut Creek	26.315893	-80.186986
1864	Margate	26.234245	-80.194701
1865	Margate	26.226147	-80.204905
1866	North Lauderdale	26.209116	-80.221882
1867	Lauderhill	26.193595	-80.248638
1868	Lauderdale By The Sea	26.19811	-80.096743
1869	Oakland Park	26.165839	-80.167354
1870	Plantation	26.136022	-80.234013
1871	Fort Lauderdale	26.152606	-80.117908
1872	Davie	26.092536	-80.252344
1873	Fort Lauderdale	26.137385	-80.127673
1874	Taos	36.406739	-105.575954
1875	Hollywood	26.024608	-80.2282
1876	Miramar	25.980339	-80.336692
1877	Hollywood	26.032891	-80.191493
1878	Hallandale Beach	25.984853	-80.159723
1879	Miami	25.939249	-80.279833
1880	North Miami Beach	25.928252	-80.202163
1881	Miami	25.869007	-80.209305
1882	Miami	25.823383	-80.187445
1883	Miami Beach	25.813829	-80.126996
1884	Espanola	36.001276	-106.062806
1885	Santa Fe	35.693546	-105.95074
1886	Santa Fe	35.665004	-105.972397
1887	Santa Fe	35.661991	-105.978347
1888	Key West	24.5685	-81.76877
1889	Bernalillo	35.317584	-106.542868
1890	Albuquerque	35.130614	-106.517187
1891	Albuquerque	35.109055	-106.550936
1892	Albuquerque	35.122671	-106.586541
1893	Albuquerque	35.205391	-106.65045
1894	Rio Rancho	35.24217	-106.688762
1895	Albuquerque	35.138267	-106.641234
1896	Albuquerque	35.080946	-106.625232
1897	Albuquerque	35.050075	-106.619816
1898	Albuquerque	35.158978	-106.681114
1899	Albuquerque	35.095444	-106.673374
1900	Albuquerque	35.112553	-106.701387
1901	Albuquerque	35.023445	-106.712845
1902	McAllen	26.237941	-98.212254
1903	McAllen	26.192546	-98.208548
1904	Los Lunas	34.810815	-106.698602
1905	Durango	37.274632	-107.882843
1906	Farmington	36.744409	-108.166186
1907	Billings	45.806526	-108.474168
1908	Billings	45.800033	-108.477152
1909	Billings	45.767512	-108.576202
1910	El Paso	31.793529	-106.259922
1911	Horizon City	31.699036	-106.22681
1912	El Paso	31.784563	-106.325448
1913	El Paso	31.884786	-106.417957
1914	El Paso	31.721635	-106.303756
1915	El Paso	31.774254	-106.372353
1916	Las Cruces	32.295387	-106.757435
1917	Fort Bliss	31.819974	-106.431091
1918	El Paso	31.783563	-106.421987
1919	El Paso	31.864307	-106.558117
1920	El Paso	31.783449	-106.505396
1921	Gallup	35.529764	-108.724478
1922	Provo	40.250669	-111.658025
1923	Orem	40.301036	-111.6966
1924	Salt Lake City	40.726173	-111.849143
1925	Bountiful	40.883933	-111.880022
1926	Salt Lake City	40.760063	-111.874374
1927	Sandy	40.579538	-111.871502
1928	Ogden	41.196483	-111.948981
1929	Layton	41.061582	-111.944694
1930	Ogden	41.244646	-111.970216
1931	West Valley City	40.696908	-111.973441
1932	Clearfield	41.107551	-112.019254
1933	Idaho Falls	43.482537	-112.010707
1934	South Jordan	40.544307	-111.984044
1935	Great Falls	47.4933	-111.270456
1936	Flagstaff	35.186921	-111.661273
1937	Sedona	34.865319	-111.763868
1938	Fort Huachuca	31.54927	-110.354149
1939	Tucson	32.220451	-110.807517
1940	Tucson	32.105357	-110.783908
1941	Tucson	32.250474	-110.893153
1942	Tucson	32.235863	-110.932867
1943	Tucson	32.336965	-111.012595
1944	Tucson	32.231561	-110.957837
1945	Mesa	33.393088	-111.684635
1946	Queen Creek	33.25383	-111.63108
1947	Tucson	32.133587	-111.000008
1948	Mesa	33.415537	-111.736318
1949	Gilbert	33.377088	-111.788979
1950	Phoenix	33.755848	-111.990452
1951	Scottsdale	33.538103	-111.890293
1952	Sahuarita	31.959858	-110.984078
1953	Scottsdale	33.625698	-111.94136
1954	Gilbert	33.304355	-111.789652
1955	Phoenix	33.599158	-111.983869
1956	Anthem	33.864138	-112.139122
1957	Prescott	34.559895	-112.484576
1958	Tempe	33.395162	-111.909163
1959	Twin Falls	42.573768	-114.460285
1960	Tempe	33.363463	-111.912712
1961	Phoenix	33.565494	-112.099519
1962	Saint George	37.06207	-113.584918
1963	Glendale	33.639468	-112.152409
1964	Missoula	46.853331	-114.010903
1965	Missoula	46.853342	-114.01113
1966	Phoenix	33.305099	-111.995194
1967	Peoria	33.638063	-112.223648
1968	Peoria	33.710439	-112.272899
1969	Phoenix	33.493825	-112.220534
1970	Surprise	33.60901	-112.392522
1971	Litchfield Park	33.494724	-112.33899
1972	Goodyear	33.45016	-112.343611
1973	Goodyear	33.45787	-112.39306
1974	Buckeye	33.442667	-112.555732
1975	Kalispell	48.200661	-114.324671
1976	Kingman	35.224003	-114.036937
1977	Boise	43.6489	-116.2476
1978	Boise	43.619437	-116.271513
1979	Meridian	43.619637	-116.372036
1980	Meridian	43.66294	-116.377526
1981	Henderson	36.034489	-114.976112
1982	Bullhead City	35.083127	-114.596884
1983	Las Vegas	36.159072	-115.078174
1984	Henderson	36.071037	-115.072413
1985	North Las Vegas	36.26003	-115.155947
1986	Las Vegas	36.100843	-115.118752
1987	Henderson	36.020683	-115.09008
1988	Henderson	35.996963	-115.101705
1989	Las Vegas	36.246894	-115.209405
1990	Nampa	43.599722	-116.594538
1991	Las Vegas	36.277639	-115.263037
1992	Las Vegas	36.102147	-115.201637
1993	Las Vegas	36.040535	-115.19021
1994	Las Vegas	36.128946	-115.225069
1995	Las Vegas	36.144163	-115.295004
1996	Las Vegas	36.11403	-115.3056
1997	Ontario	44.024363	-116.981175
1998	Clarkston	46.419806	-117.061476
1999	Coeur D Alene	47.700804	-116.785746
2000	Spokane	47.656852	-117.236409
2001	Spokane	47.629521	-117.369995
2002	Spokane	47.701222	-117.410895
2003	Spokane	47.675195	-117.426803
2004	Spokane	47.739843	-117.414295
2005	Walla Walla	46.075564	-118.30588
2006	Fort Irwin	35.264695	-116.69857
2007	La Quinta	33.714807	-116.294316
2008	Cathedral City	33.840156	-116.458485
2009	Pasco	46.241605	-119.121612
2010	Kennewick	46.212207	-119.159063
2011	Richland	46.227547	-119.250575
2012	Richland	46.277867	-119.281937
2013	Ridgecrest	35.631365	-117.670104
2014	Banning	33.924297	-116.945051
2015	Apple Valley	34.471199	-117.242195
2016	Moses Lake	47.136496	-119.27822
2017	Hesperia	34.420657	-117.294033
2018	Victorville	34.479534	-117.340101
2019	Hemet	33.729496	-117.006887
2020	Highland	34.122075	-117.195655
2021	Redlands	34.056737	-117.178295
2022	Adelanto	34.506622	-117.400042
2023	San Bernardino	34.137178	-117.243865
2024	San Bernardino	34.135937	-117.282589
2025	Moreno Valley	33.94413	-117.225814
2026	Moreno Valley	33.938618	-117.263652
2027	Rialto	34.106363	-117.368704
2028	Perris	33.802535	-117.225888
2029	Menifee	33.683535	-117.174955
2030	Ramona	33.03823	-116.875205
2031	Murrieta	33.55208	-117.139681
2032	Temecula	33.522249	-117.156696
2033	Fontana	34.075078	-117.435822
2034	Fontana	34.05086	-117.43441
2035	Lake Elsinore	33.668331	-117.263653
2036	Riverside	33.946908	-117.400529
2037	Fontana	34.121737	-117.486701
2038	Wildomar	33.594765	-117.245912
2039	Lake Elsinore	33.654677	-117.30253
2040	Escondido	33.130794	-117.066041
2041	Rancho Cucamonga	34.120021	-117.558349
2042	Riverside	33.911084	-117.461085
2043	Rancho Cucamonga	34.078042	-117.558038
2044	Escondido	33.071406	-117.066433
2045	Cucamonga	34.120529	-117.5939
2046	El Cajon	32.798284	-116.935949
2047	San Marcos	33.134101	-117.120213
2048	Rancho Cucamonga	34.132437	-117.615227
2049	Poway	32.956383	-117.03879
2050	Fallbrook	33.372027	-117.253254
2051	Santee	32.837496	-116.986424
2052	Corona	33.888576	-117.518831
2053	Upland	34.106063	-117.639711
2054	San Diego	32.978529	-117.083698
2055	El Cajon	32.802628	-116.997385
2056	San Diego	33.016442	-117.110952
2057	Spring Valley	32.742714	-116.972409
2058	Corona	33.864914	-117.544294
2059	Eastvale	33.960825	-117.593134
2060	Corona	33.844855	-117.538646
2061	Ontario	34.027669	-117.628283
2062	La Mesa	32.770737	-117.007829
2063	Ontario	34.078245	-117.670565
2064	Claremont	34.121193	-117.704956
2065	Vista	33.193447	-117.252495
2066	Chula Vista	32.646758	-116.966735
2067	Chino	34.033623	-117.689424
2068	Oceanside	33.207123	-117.284762
2069	Claremont	34.106985	-117.733673
2070	San Diego	32.912799	-117.145003
2071	Pomona	34.064075	-117.719218
2072	San Diego	32.81081	-117.116762
2073	Bonita	32.658198	-117.040368
2074	La Verne	34.115991	-117.773916
2075	Sparks	39.607388	-119.697605
2076	Chino Hills	33.984191	-117.713967
2077	Carlsbad	33.179984	-117.326681
2078	National City	32.654466	-117.067413
2079	Solana Beach	32.995663	-117.255315
2080	National City	32.676952	-117.091534
2081	San Diego	32.939481	-117.231494
2082	Rancho Santa Margarita	33.636922	-117.591128
2083	San Dimas	34.104286	-117.817351
2084	Sparks	39.5434	-119.73387
2085	Oceanside	33.183521	-117.368944
2086	San Diego	32.819546	-117.180619
2087	Palmdale	34.573693	-118.043018
2088	San Diego	32.868309	-117.214145
2089	Chula Vista	32.607296	-117.08085
2090	Glendora	34.128646	-117.851762
2091	Diamond Bar	34.019905	-117.809889
2092	Anaheim	33.864702	-117.737488
2093	Reno	39.554469	-119.782769
2094	San Diego	32.711667	-117.170458
2095	Foothill Ranch	33.679958	-117.665049
2096	Covina	34.095983	-117.872673
2097	Reno	39.40368	-119.759636
2098	Palmdale	34.578663	-118.096081
2099	Imperial Beach	32.583298	-117.115756
2100	Lancaster	34.686562	-118.148148
2101	Ladera Ranch	33.561749	-117.628392
2102	Reno	39.506284	-119.798573
2103	San Diego	32.754062	-117.222192
2104	Covina	34.087637	-117.888579
2105	Mission Viejo	33.628263	-117.671328
2106	Mission Viejo	33.594684	-117.659452
2107	Anaheim	33.859556	-117.788908
2108	La Jolla	32.838541	-117.278448
2109	Yorba Linda	33.889626	-117.814391
2110	Palmdale	34.597038	-118.147332
2111	West Covina	34.011048	-117.886731
2112	West Covina	34.048405	-117.907646
2113	Lake Forest	33.618403	-117.703616
2114	San Clemente	33.427632	-117.612842
2115	West Covina	34.067576	-117.924975
2116	Brea	33.910639	-117.855673
2117	Lancaster	34.660537	-118.201665
2118	West Covina	34.071487	-117.935811
2119	Reno	39.533463	-119.866277
2120	Carson City	39.131812	-119.770174
2121	Irvine	33.696735	-117.762079
2122	City Of Industry	33.995885	-117.90596
2123	San Juan Capistrano	33.494073	-117.662689
2124	Laguna Hills	33.575145	-117.704309
2125	Orange	33.788002	-117.808752
2126	Placentia	33.887763	-117.865754
2127	Orange	33.822783	-117.835206
2128	La Puente	34.045926	-117.948644
2129	Monrovia	34.150863	-118.000984
2130	City of Industry	33.995807	-117.929244
2131	Orange	33.787644	-117.836561
2132	Dana Point	33.475197	-117.685118
2133	Brea	33.918284	-117.901018
2134	Tustin	33.742437	-117.818538
2135	Irvine	33.695786	-117.797028
2136	Baldwin Park	34.07154	-117.977912
2137	Anaheim	33.844567	-117.889199
2138	Tehachapi	35.125106	-118.469304
2139	Orange	33.781855	-117.868207
2140	Santa Ana	33.774751	-117.86825
2141	Anaheim	33.803772	-117.887007
2142	Hacienda Heights	33.980595	-117.972982
2143	Wenatchee	47.436893	-120.323267
2144	Santa Ana	33.760157	-117.868723
2145	El Monte	34.074822	-118.022309
2146	La Habra	33.939566	-117.962843
2147	Fullerton	33.859063	-117.925101
2148	Arcadia	34.123552	-118.055265
2149	Pasadena	34.150258	-118.074374
2150	Garden Grove	33.789237	-117.908599
2151	Anaheim	33.838307	-117.938396
2152	Whittier	33.947299	-118.001771
2153	Santa Ana	33.700361	-117.885434
2154	Yakima	46.583096	-120.494877
2155	Anaheim	33.80305	-117.938791
2156	La Mirada	33.897512	-117.986125
2157	Newport Beach	33.637755	-117.864319
2158	Santa Ana	33.738261	-117.92002
2159	Yakima	46.599668	-120.521704
2160	Whittier	33.998261	-118.055202
2161	Anaheim	33.83232	-117.978131
2162	Rosemead	34.062862	-118.090524
2163	San Gabriel	34.102537	-118.109164
2164	Pasadena	34.138334	-118.132565
2165	Costa Mesa	33.680237	-117.918455
2166	Whittier	33.940488	-118.04434
2167	Alhambra	34.079016	-118.114775
2168	Buena Park	33.846437	-118.011598
