	title	lat	lng
261	Brooklyn (East New York), NY	40.655063	-73.88811
262	Natrona Heights, PA	40.623025	-79.723682
263	Newburyport, MA	42.819875	-70.905038
264	Alliance, OH	40.901747	-81.088084
265	Tuscaloosa, AL	33.199618	-87.525368
266	Coral Springs (University Drive), FL	26.257826	-80.250265
267	Hattiesburg, MS	31.324693	-89.329045
268	St. Clairsville, OH	40.066638	-80.862435
269	San Jose (Princeton Plaza), CA	37.24386	-121.889344
270	Boynton Beach, FL	26.531149	-80.12035
271	Norwalk, CT	41.138411	-73.427846
272	Bloomfield Twp, MI	42.542086	-83.2853
273	Lake Worth, FL	26.619145	-80.144804
274	Santa Fe (Cerrillos), NM	35.660162	-105.98407
275	Rosenberg, TX	29.572663	-95.77817
276	St. Paul (Sun Ray), MN	44.952156	-93.010735
277	El Centro, CA	32.810141	-115.574177
278	Sterling (Town Center Plaza), VA	39.013254	-77.374467
279	North York (Yorkgate Mall), ON	43.758465	-79.522093
280	Thornton, CO	39.883712	-104.978565
281	McDonough, GA	33.430043	-84.180851
282	Visalia, CA	36.312038	-119.332971
283	Pascagoula, MS	30.379067	-88.528476
284	Santa Ana (E Edinger), CA	33.725122	-117.842735
285	Troy (John R Road), MI	42.537224	-83.106948
286	Athens, GA	33.9397771	-83.4583268
287	Portland (Marginal Way), ME	43.663051	-70.262376
288	Orlando (Metro West), FL	28.517219	-81.461379
289	Henderson (E Lake Mead), NV	36.040875	-114.977404
290	El Monte, CA	34.071581	-118.027452
291	Camarillo, CA	34.235089	-119.038335
292	Belleville, ON	44.18505	-77.406009
293	Renton, WA	47.501517	-122.187401
294	Carlisle, PA	40.180303	-77.218865
295	Ormond Beach, FL	29.268019	-81.02931
296	Toronto (Gerrard Square), ON	43.669475	-79.341131
297	Wooster, OH	40.827902	-81.910727
298	Fountain Valley, CA	33.728324	-117.921581
299	San Jose (Saratoga Ave), CA	37.299764	-121.983188
300	Puyallup, WA	47.200675	-122.303614
301	Lakewood, NY	42.097505	-79.306358
302	Seekonk, MA	41.825709	-71.340627
303	Benton, AR	34.57726	-92.578587
304	Carle Place, NY	40.747674	-73.619204
305	Springfield (Parker St), MA	42.140139	-72.499372
306	University Place, WA	47.241872	-122.529616
307	Morris Plains, NJ	40.843719	-74.463942
308	Buford, GA	34.0935906	-84.0028522
309	Forest Park, IL	41.864842	-87.812195
310	Fort Myers (McGregor Blvd), FL	26.516639	-81.94488
311	Brooklyn (Duffield), NY	40.690633	-73.984403
312	Raytown, MO	39.011231	-94.485293
313	Gretna, LA	29.913508	-90.046802
314	Tempe, AZ	33.39513	-111.909138
315	Prescott, AZ	34.548383	-112.436067
316	Austin (W. Anderson Lane), TX	30.349235	-97.71625
317	Houston (Cypress), TX	29.996398	-95.623878
318	Elkhart, IN	41.733797	-85.977281
319	Greece (Rochester), NY	43.238635	-77.646814
320	Farmington Hills, MI	42.497721	-83.338988
321	Macon, GA	32.858627	-83.793299
322	Orange, TX	30.095633	-93.756252
323	Manhattan (177th Street), NY	40.847189	-73.937968
324	New Haven, CT	41.338523	-72.980892
325	Jonesboro, GA	33.536254	-84.366551
326	Torrance, CA	33.849926	-118.353262
327	Overland, MO	38.686733	-90.355568
328	Flint Township, MI	42.978068	-83.772037
329	Delray Beach, FL	26.457811	-80.122541
330	Howell, MI	42.602593	-83.917238
331	Mentor, OH	41.657850	-81.361229
332	Tucson (The Bridges), AZ	32.187101	-110.956094
333	Callaway (Parker), FL	30.14563	-85.591103
334	Trevose, PA	40.153499	-74.973118
335	Birmingham (Hoover), AL	33.350252	-86.795167
336	Gahanna, OH	40.011002	-82.867011
337	Clifton Heights, PA	39.924241	-75.308578
338	Philadelphia (Fox Street), PA	40.007915	-75.172232
339	Jacksonville (Ft. Caroline Rd.), FL	30.365273	-81.596512
340	Pompton Lakes, NJ	41.007267	-74.292956
341	Duluth (John's Creek), GA	34.002	-84.170881
342	Memphis (Summer Ave), TN	35.149125	-89.90257
343	Avondale, AZ	33.447952	-112.308179
344	West Palm Beach, FL	26.758736	-80.110678
345	Raleigh (E. Six Forks Rd), NC	35.818971	-78.62618
346	Peekskill, NY	41.296388	-73.893996
347	Sioux Falls, SD	43.514844	-96.743766
348	San Bernardino (S. Mt. Vernon), CA	34.090975	-117.3151
349	Hopkinsville, KY	36.844487	-87.484805
350	Omaha (36th and Q), NE	41.207962	-95.967207
351	Indianapolis (38th St), IN	39.82485	-86.249077
352	Lancaster, CA	34.692096	-118.172415
353	Erie, PA	42.059598	-80.089707
354	Redding, CA	40.58144	-122.358258
355	Staten Island (South Ave), NY	40.601524	-74.193256
356	Columbia (Garners Ferry Rd), SC	33.962535	-80.941665
357	Gainesville (13th St), FL	29.673372	-82.339323
358	Miami (NW 67th Ave), FL	25.942579	-80.307054
359	Scranton, PA	41.427728	-75.649034
360	Bellflower, CA	33.875699	-118.140275
361	Chattanooga (Perimeter Drive), TN	35.029764	-85.183476
362	Manhattan (27th St.), NY	40.74618	-73.993336
363	Souderton, PA	40.314883	-75.311233
364	Tallahassee (N. Monroe), FL	30.466934	-84.283623
365	Eustis, FL	28.827387	-81.686567
366	Stockton, CA	37.989549	-121.320123
367	Johnson City, TN	36.332818	-82.405237
368	South Tulsa, OK	36.031883	-95.882766
369	Fairfield, NJ	40.885125	-74.287575
370	Jacksonville (Cobblestone), FL	30.36219	-81.501686
371	Conway, AR	35.093552	-92.42691
372	Newark, OH	40.085966	-82.419805
373	Rochester, NH	43.313282	-70.995605
374	Delano, CA	35.776935	-119.252915
375	Cordova, TN	35.176296	-89.791432
376	Richmond (South Side), VA	37.507004	-77.580584
377	Springfield (S. Campbell Ave), MO	37.183424	-93.294118
378	Springfield, MO	37.13844	-93.335271
379	Greenville, SC	34.821497	-82.341054
380	Melrose Park, IL	41.909434	-87.883689
381	Altoona, PA	40.484961	-78.401085
382	Milwaukee (Midtown), WI	43.090864	-87.984133
383	Jamaica (Jamaica Ave.), NY	40.713533	-73.759176
384	Broomall, PA	39.98267	-75.373588
385	Watertown, NY	43.980734	-75.942811
386	Lawton, OK	34.624155	-98.442032
387	Lake Charles, LA	30.183998	-93.220352
388	Laurel, MD	39.097279	-76.841201
389	Las Vegas (Rancho Dr), NV	36.241964	-115.233544
390	Brooklawn, NJ	39.878704	-75.113907
391	Toledo (Glendale Ave.), OH	41.612443	-83.624529
392	Ahwatukee, AZ	33.320648	-111.970335
393	Albuquerque (South Coors), NM	35.02353	-106.712179
394	Lockport, IL	41.59328	-88.040637
395	Nacogdoches, TX	31.612293	-94.639791
396	Fort Myers (Cleveland Ave), FL	26.605264	-81.870943
397	Coconut Creek, FL	26.244829	-80.187413
398	Milford (Main St), MA	42.127768	-71.518184
399	Clinton, MS	32.332322	-90.327021
400	Surrey, BC	49.1959535	-122.8471147
401	Ashland, KY	38.477422	-82.650983
402	Lufkin, TX	31.340725	-94.716095
403	Hanover, MA	42.110568	-70.813616
404	Knightdale, NC	35.795118	-78.5041
405	Portsmouth, NH	43.053081	-70.768898
406	Washington (Ivy City), DC	38.915487	-76.984425
407	Mantua, NJ	39.790272	-75.177116
408	Pasadena, MD	39.124529	-76.583748
409	Turlock, CA	37.492543	-120.862997
410	Bakersfield, CA	35.319202	-119.02887
411	Brampton (Centennial Mall), ON	43.701576	-79.755921
412	Joplin, MO	37.06852	-94.476687
413	Lancaster (Willow Street), PA	39.984314	-76.282131
414	Lafayette (Northgate), LA	30.247337	-92.009171
415	San Angelo, TX	31.419983	-100.472898
416	Concord, CA	37.994534	-122.032444
417	North Scarborough, ON	43.823643	-79.303481
418	Southfield, MI	42.508927	-83.221025
419	Dubuque, IA	42.494822	-90.722654
420	Mishawaka, IN	41.680438	-86.187105
421	Rocky River, OH	41.482006	-81.837476
422	Groton, CT	41.346485	-72.050231
423	Bradenton, FL	27.494802	-82.62726
424	Hoboken, NJ	40.743601	-74.028799
425	Wilmington (Farrand Dr), DE	39.727724	-75.650187
426	Rapid City, SD	44.107082	-103.212653
427	Bloomsburg, PA	41.017442	-76.488785
428	Idaho Falls, ID	43.4960088	-112.0026787
429	North Chandler, AZ	33.348399	-111.859567
430	Pearl, MS	32.280938	-90.121841
431	Oakland, CA	37.789584	-122.197002
432	Sterling Heights (Ryan Rd.), MI	42.59249	-83.068944
433	Spring Hill, FL	28.460557	-82.540934
434	Brick (Route 88), NJ	40.073668	-74.119332
435	Rockaway, NJ	40.906837	-74.565846
436	Palmdale, CA	34.6098	-118.149837
437	Victorville, CA	34.476759	-117.339087
438	Wyoming, MI	42.912634	-85.690244
439	Goshen, IN	41.606538	-85.882093
440	Palm Bay, FL	27.998895	-80.674865
441	Burlington, ON	43.357496	-79.807933
442	Spokane (W NW Blvd), WA	47.678422	-117.436803
443	Shillington, PA	40.308025	-75.95909
444	Lexington, SC	34.002007	-81.216399
445	Austin (Round Rock), TX	30.518032	-97.683812
446	Belleville, MI	42.222522	-83.487292
447	Middletown, DE	39.458387	-75.719496
448	Dearborn (Michigan Ave), MI	42.2976819	-83.2763707
449	Monroe, NC	35.004939	-80.55701
450	Birmingham (Homewood), AL	33.451072	-86.825602
451	Wichita (Normandie), KS	37.693956	-97.26011
452	Rotterdam, NY	42.787138	-73.940305
453	Nepean, ON	45.329105	-75.821368
454	Milton, GA	34.101184	-84.270911
455	Jasper, AL	33.84781	-87.26912
456	Helena, MT	46.615536	-112.016285
457	Marion, OH	40.580927	-83.099284
458	Ann Arbor, MI	42.277403	-83.777731
459	Addison, IL	41.947022	-88.023948
460	Perry Hall, MD	39.414326	-76.464369
461	Greenfield, IN	39.808993	-85.769807
462	Texarkana, TX	33.434854	-94.082554
463	Dallas (Garland South), TX	32.845898	-96.596426
464	Orange City, FL	28.911846	-81.295746
465	Salt Lake City, UT	40.761858	-111.889309
466	Beaumont, TX	30.129249	-94.16107
467	Springfield (Wabash Ave), IL	39.76406	-89.685007
468	Woburn, MA	42.471435	-71.136511
469	Raleigh (Glenwood Ave), NC	35.885537	-78.73772
470	Arlington, TX	32.708149	-97.100712
471	Sterling Heights (15 Mile Road), MI	42.55308	-82.992865
472	South Yarmouth, MA	41.656208	-70.207372
473	Queens (Jackson Heights), NY	40.748282	-73.882245
474	District Heights, MD	38.852759	-76.911754
475	Jacksonville (Baymeadows), FL	30.222028	-81.591648
476	Scarsdale, NY	40.991672	-73.823051
477	Alexandria (Mount Vernon), VA	38.720429	-77.127824
478	Baton Rouge (Siegen Lane), LA	30.386855	-91.063443
479	Cumberland, RI	41.945188	-71.438359
480	Anchorage (Dimond Blvd.), AK	61.136561	-149.91583
481	Council Bluffs, IA	41.244961	-95.826719
482	Flemington, NJ	40.500051	-74.855026
483	Maricopa, AZ	33.067692	-112.046492
484	Jackson, MI	42.275106	-84.430677
485	Richmond, CA	37.933134	-122.323019
486	Allentown (West), PA	40.588583	-75.558801
487	Garner, NC	35.684826	-78.615605
488	Gulfport, MS	30.464541	-89.10185
489	Chicago (Chatham), IL	41.743102	-87.632014
490	El Paso (Far East), TX	31.738254	-106.291666
491	Hadley, MA	42.356115	-72.554144
492	Lakeland (South), FL	27.986795	-81.958603
493	Oak Park, MI	42.473572	-83.180911
494	Charlotte (Freedom Dr.), NC	35.240797	-80.887154
495	Holland, MI	42.808846	-86.084297
496	Cinnaminson, NJ	39.987077	-75.011758
497	Salt Lake City (54th and Redwood), UT	40.654305	-111.941435
498	Utica, MI	42.630183	-82.993416
499	Hialeah Gardens, FL	25.881553	-80.354246
500	Wichita (Maize), KS	37.725871	-97.46125
501	Portland, TX	27.886177	-97.317677
502	Rio Rancho, NM	35.242128	-106.668493
503	Orlando (Holden Ave and Orange Blossom Trail), FL	28.498418	-81.396861
504	South Gate, CA	33.951963	-118.164396
505	Dallas (Garland North), TX	32.916168	-96.648468
506	Greenville (Wade Hampton), SC	34.884885	-82.354044
507	Sterling (Fitness Court), VA	38.994078	-77.4365197
508	Greenbelt, MD	39.004554	-76.875528
509	Apache Junction, AZ	33.413937	-111.578161
510	Milford (Boston Post Rd), CT	41.219511	-73.074509
511	Atlanta (Plaza Fiesta), GA	33.863669	-84.307577
512	Mundelein, IL	42.275362	-88.02165
513	Fairhaven, MA	41.643434	-70.889168
514	Centreville, VA	38.868631	-77.448425
515	Freehold, NJ	40.233089	-74.272937
516	Utica, NY	43.130952	-75.223472
517	Chino, CA	34.03147	-117.68412
518	Stone Mountain (Rockbridge Rd.), GA	33.824618	-84.117781
519	Fort Mill, SC	35.060492	-80.990228
520	Chillicothe, OH	39.357221	-82.978608
521	Huntington Park, CA	33.976038	-118.233594
522	Fort Worth (E. Lancaster), TX	32.742283	-97.263175
523	New Philadelphia, OH	40.4959	-81.472535
524	Frisco, TX	33.136501	-96.806205
525	Farmers Branch, TX	32.93723	-96.888373
526	Springfield (Bechtle Ave), OH	39.942744	-83.835631
527	Lexington (Nicholasville Rd), KY	38.002191	-84.52055
528	La Puente, CA	34.05011	-117.945285
529	Colorado Springs (Austin Bluffs), CO	38.896379	-104.748985
530	Woodhaven, MI	42.137157	-83.222549
531	Mobile (University Blvd), AL	30.66588	-88.170302
532	Aurora (Fox Valley), IL	41.764864	-88.208232
533	Clinton, MD	38.785043	-76.897359
534	Succasunna, NJ	40.870424	-74.646722
535	Panama City, FL	30.187116	-85.647852
536	Waco, TX	31.526117	-97.166579
537	Dallas (12th Street), TX	32.740723	-96.838387
538	Bessemer, AL	33.389050	-86.980395
539	Deland, FL	29.028089	-81.297382
540	Murrells Inlet, SC	33.581203	-79.027093
541	Ceres, CA	37.593466	-120.942613
542	Orlando (Hunters Creek/ Southchase), FL	28.384252	-81.404407
543	Denver (East Evans), CO	39.678408	-104.906815
544	Phoenix (Bellair), AZ	33.639011	-112.167496
545	Pensacola (Davis Highway), FL	30.489841	-87.225587
546	Kansas City (N Oak & Barry), MO	39.246496	-94.574135
547	Smithfield, RI	41.870263	-71.530007
548	Peoria (North), AZ	33.672465	-112.239401
549	Springdale, AR	36.174258	-94.175706
550	Birmingham (Vestavia Hills), AL	33.446122	-86.792285
551	Edwardsville, IL	38.788954	-89.954281
552	Fayetteville, NC	35.069462	-78.969748
553	Bronx (225th St.), NY	40.880325	-73.909528
554	Seattle (Rainier Beach), WA	47.522647	-122.270754
555	Charlotte (Central Ave), NC	35.207032	-80.754493
556	Lorain, OH	41.419419	-82.205463
557	Bristol, CT	41.684319	-72.939667
558	Harrisburg (Port View Dr.), PA	40.249548	-76.826164
559	Kennesaw, GA	34.032711	-84.673088
560	Owosso, MI	42.997853	-84.141083
561	Mission, KS	39.021366	-94.664799
562	Manchester, CT	41.796586	-72.552617
563	Kansas City (Antioch & Vivion), MO	39.184699	-94.552206
564	Burbank, CA	34.200355	-118.368662
565	Huntington Beach (Goldenwest St), CA	33.685059	-118.009251
566	Enola, PA	40.290413	-76.949695
567	Houston (Spring Branch), TX	29.812677	-95.541662
568	Lynwood, CA	33.928804	-118.216249
569	Orlando (Rio Pinar), FL	28.536561	-81.27409
570	Friendswood (Bay Area), TX	29.523768	-95.16239
571	Roswell, GA	34.019695	-84.312623
572	Redford, MI	42.369972	-83.312774
573	St. Cloud, MN	45.553134	-94.190918
574	Hendersonville, NC	35.30589	-82.457109
